"verse_pk"|"hymn_no"|"hymn_verse"|"hymn_line"|"line_text"|"edited"|"editdate"|"ref_bk_1"|"ref_ch_1"|"ref_vs_1"|"ref_bk_2"|"ref_ch_2"|"ref_vs_2"
"4696"|"245"|"5"|"1"|"Come to Him, sinner come!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4697"|"245"|"5"|"2"|"Nor longer from Him roam;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4698"|"245"|"5"|"3"|"Come as you are in all your sin;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4699"|"245"|"5"|"4"|"Sad, guilty, helpless, lost,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4700"|"245"|"5"|"5"|"Tried, troubled, tempest-tossed, -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4701"|"245"|"5"|"6"|"By Christ, the door, now enter in."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4702"|"246"|"1"|"1"|"There is a wondrous story,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4703"|"246"|"1"|"2"|"That often has been told,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4704"|"246"|"1"|"3"|"So full of grace and glory,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4705"|"246"|"1"|"4"|"So new and yet so old."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4706"|"246"|"1"|"5"|"And now again we tell it,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4707"|"246"|"1"|"6"|"So rich, so full, so free;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4708"|"246"|"1"|"7"|"And hosts unnumbered swell it"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4709"|"246"|"1"|"8"|"Throughout eternity."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4710"|"246"|"2"|"1"|"He who was rich in glory"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4711"|"246"|"2"|"2"|"Came down to earth below"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4712"|"246"|"2"|"3"|"In love, O wondrous story!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4713"|"246"|"2"|"4"|"To lowest depths did go."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4714"|"246"|"2"|"5"|"Jesus, the spotless Victim,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4715"|"246"|"2"|"6"|"Died there upon the tree,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4716"|"246"|"2"|"7"|"That we might know God's favour,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4717"|"246"|"2"|"8"|"From judgement ever free."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4718"|"246"|"3"|"1"|"How dark that night of sorrow "|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4719"|"246"|"3"|"2"|"Through which the Saviour passed!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4720"|"246"|"3"|"3"|"And deep the stormy waters,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4721"|"246"|"3"|"4"|"And fierce the tempest blast!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4722"|"246"|"3"|"5"|"But O the mighty Saviour,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4723"|"246"|"3"|"6"|"Victorious o'er the grave,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4724"|"246"|"3"|"7"|"Has ris'n in glorious power,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4725"|"246"|"3"|"8"|"And lives the lost to save."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4726"|"246"|"4"|"1"|"The darkness all is ended,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4727"|"246"|"4"|"2"|"That night for ever past;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4728"|"246"|"4"|"3"|"To God's right hand ascended,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4729"|"246"|"4"|"4"|"He'll come again at last,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4730"|"246"|"4"|"5"|"To call His ransomed people"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4731"|"246"|"4"|"6"|"To yonder glory bright -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4732"|"246"|"4"|"7"|"Made like to His own image,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4733"|"246"|"4"|"8"|"To dwell with Him in light."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4734"|"247"|"1"|"1"|"And is it so, we shall be like Thy Son?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4735"|"247"|"1"|"2"|"Is this the grace which He for us has won?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4736"|"247"|"1"|"3"|"Father of glory! Throught beyond all thought!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4737"|"247"|"1"|"4"|"In glory to His own blest likeness brought."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4738"|"247"|"2"|"1"|"And yet it must be so! A perfect state"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4739"|"247"|"2"|"2"|"To meet Christ's perfect love - this we await'"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4740"|"247"|"2"|"3"|"The Spirit's hopes, desires, in us inwrought,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4741"|"247"|"2"|"4"|"Our present joy - with living blessings fraught."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4742"|"247"|"3"|"1"|"The heart is satisfied, can ask no more;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4743"|"247"|"3"|"2"|"All thought of self is now for ever o'er!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4744"|"247"|"3"|"3"|"Christ, its unmingled Object, fills the heart"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4745"|"247"|"3"|"4"|"In blest adoring love - its endless part."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4746"|"248"|"1"|"1"|"I heard the voice of Jesus say,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4747"|"248"|"1"|"2"|"Come unto Me and rest;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4748"|"248"|"1"|"3"|"Lay down, thou weary one, lay down"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4749"|"248"|"1"|"4"|"Thy head upon my breast."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4750"|"248"|"1"|"5"|"I came to Jesus as I was,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4751"|"248"|"1"|"6"|"Weary, and worn, and sad;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4752"|"248"|"1"|"7"|"I found in Him a resting-place,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4753"|"248"|"1"|"8"|"And He has made me glad."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4754"|"248"|"2"|"1"|"I heard the voice of Jesus say,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4755"|"248"|"2"|"2"|"Behold, I freely give"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4756"|"248"|"2"|"3"|"The living water - thirsty one,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4757"|"248"|"2"|"4"|"Stoop down, and drink, and live."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4758"|"248"|"2"|"5"|"I came to Jesus, and I drank"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4759"|"248"|"2"|"6"|"Of that life-giving stream;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4760"|"248"|"2"|"7"|"My thirst was quenched, my soul revived,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4761"|"248"|"2"|"8"|"And now I live in Him."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4762"|"248"|"3"|"1"|"I heard the voice of Jesus say,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4763"|"248"|"3"|"2"|"I am this dark world's Light;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4764"|"248"|"3"|"3"|"Look unto Me: they morn shall rise"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4765"|"248"|"3"|"4"|"And all thy day be bright."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4766"|"248"|"3"|"5"|"I looked to Jesus, and I found"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4767"|"248"|"3"|"6"|"In Him my Star, my Sun;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4768"|"248"|"3"|"7"|"And in that light of life I'll walk"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4769"|"248"|"3"|"8"|"Till travelling days are done."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4770"|"249"|"1"|"1"|"O Jesus, Lord, who loved us like to Thee?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4771"|"249"|"1"|"2"|"Fruit of Thy work, with Thee, too, there to see"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4772"|"249"|"1"|"3"|"Thy glory, Lord, while endless ages roll,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4773"|"249"|"1"|"4"|"Thy saints the prize and travail of Thy soul."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4774"|"249"|"2"|"1"|"Yet it must be, Thy love had not its rest"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4775"|"249"|"2"|"2"|"Were Thy redeemed not with Thee fully blest;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4776"|"249"|"2"|"3"|"That love that gives not as the world, but shares"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4777"|"249"|"2"|"4"|"All it possesses with its loved co-heirs."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4778"|"249"|"3"|"1"|"Nor we alone, Thy loved ones all, complete,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4779"|"249"|"3"|"2"|"In glory round Thee there with joy shall meet;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4780"|"249"|"3"|"3"|"All like Thee, for Thy glory like Thee, Lord:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4781"|"249"|"3"|"4"|"Object supreme of all, by all adored."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4782"|"250"|"1"|"1"|"Thy will, O Lord, be done, whate'er the cost"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4783"|"250"|"1"|"2"|"To us, who but for Thee had still been lost;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4784"|"250"|"1"|"3"|"For Thou hast set us free Thy will to do,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4785"|"250"|"1"|"4"|"And Thou art set in love to bring us through."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4786"|"250"|"2"|"1"|"Thy will be done! It is Thy heart's desire"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4787"|"250"|"2"|"2"|"For all Thine own. O may we never tire"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4788"|"250"|"2"|"3"|"Daily therein to find our souls' delight,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4789"|"250"|"2"|"4"|"As we pursue our path through this dark night."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4790"|"250"|"3"|"1"|"Thy will be done! Thy holy will, so blest;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4791"|"250"|"3"|"2"|"Surely for us 'tis Thine own path of rest,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4792"|"250"|"3"|"3"|"To follow Thee and bear Thy yoke in love,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4793"|"250"|"3"|"4"|"Till called by Thee to yon blest realms above."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4794"|"250"|"4"|"1"|"Thy will be done; we'd wholly live to Thee,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4795"|"250"|"4"|"2"|"Till God shall call us home with Thee to be;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4796"|"250"|"4"|"3"|"Ever to dwell in love unmeasured, deep,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4797"|"250"|"4"|"4"|"We who are watching now, and they who sleep."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4798"|"251"|"1"|"1"|"Lord Jesus Christ, our Saviour Thou,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4799"|"251"|"1"|"2"|"With joy we worship Thee;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4800"|"251"|"1"|"3"|"We know Thou hast redeem&egrave;d us"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4801"|"251"|"1"|"4"|"By dying on the tree."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4802"|"251"|"2"|"1"|"We know the love that brought Thee down,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4803"|"251"|"2"|"2"|"Down from that bliss on high;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4804"|"251"|"2"|"3"|"To give Thyself, Thine all, for us,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4805"|"251"|"2"|"4"|"On Calv'ry's cross to die."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4806"|"251"|"3"|"1"|"Our Saviour Jesus - Lord Thou art,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4807"|"251"|"3"|"2"|"Eternal is Thy love;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4808"|"251"|"3"|"3"|"Eternal too our songs of praise"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4809"|"251"|"3"|"4"|"When with Thee, Lord, above."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4810"|"251"|"4"|"1"|"E'en now we praise the grace divine,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4811"|"251"|"4"|"2"|"The love that shines in Thee;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4812"|"251"|"4"|"3"|"The rich one Thou - for us made poor,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4813"|"251"|"4"|"4"|"By death to set us free."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4814"|"251"|"5"|"1"|"O what a theme of praise art Thou,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4815"|"251"|"5"|"2"|"Thy cross, Thy work, Thy word!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4816"|"251"|"5"|"3"|"We ne'er shall fathom all Thy love,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4817"|"251"|"5"|"4"|"Thou living bless&egrave;d Lord!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4818"|"252"|"1"|"1"|"""Come unto Me - and I will give you rest"";"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4819"|"252"|"1"|"2"|"What bless&egrave;d words to weary ones addressed!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4820"|"252"|"1"|"3"|"They come from Him who knew the depth of woe,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4821"|"252"|"1"|"4"|"And felt for sinners as none here below."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4822"|"252"|"2"|"1"|"""Come unto Me,"" ys, come in all your sin!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4823"|"252"|"2"|"2"|"Through Jesus' blood the vile may enter in,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4824"|"252"|"2"|"3"|"May come to God who knows their guilt and need,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4825"|"252"|"2"|"4"|"Assured the blood was shed for them indeed."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4826"|"252"|"3"|"1"|"""Come unto Me,"" yes, God Himself says, Come!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4827"|"252"|"3"|"2"|"He sees afar, and runs to welcome home"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4828"|"252"|"3"|"3"|"Unworthy sinners, who have nought to plead"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4829"|"252"|"3"|"4"|"But God's own love and their exceeding need."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4830"|"252"|"4"|"1"|"""Come unto Me,"" O bless&egrave;d open door!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4831"|"252"|"4"|"2"|"For those who but for Christ had hoped no more;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4832"|"252"|"4"|"3"|"O love of God! told out in full extent,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4833"|"252"|"4"|"4"|"When Jesus to those depths of darkness went."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4834"|"253"|"1"|"1"|"Hast thou heard God's wondrous message,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4835"|"253"|"1"|"2"|"In His call of love to thee?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4836"|"253"|"1"|"3"|"Wouldst thou turn from such entreaty,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4837"|"253"|"1"|"4"|"Urged with gracious constancy?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4838"|"253"|"2"|"1"|"Once, yea twice, He may have spoken,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4839"|"253"|"2"|"2"|"As He waits thy heart to win;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4840"|"253"|"2"|"3"|"Waits to fill thy soul with gladness,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4841"|"253"|"2"|"4"|"Free thee from thy load of sin."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4842"|"253"|"3"|"1"|"Now He calls again - O hearken!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4843"|"253"|"3"|"2"|"He may never call thee more;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4844"|"253"|"3"|"3"|"Wilt thou, canst thou spurn the message,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4845"|"253"|"3"|"4"|"And His patient grace ignore?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4846"|"253"|"4"|"1"|"Turn thee now to Him, repenting;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4847"|"253"|"4"|"2"|"Jesus as Thy Lord confess;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4848"|"253"|"4"|"3"|"And, embracing Him as Saviour,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4849"|"253"|"4"|"4"|"Joys untold thou shalt possess."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4850"|"254"|"1"|"1"|"Lord, to our souls Thy light is ever pure,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4851"|"254"|"1"|"2"|"And brings from heav'n what Thou alone canst give;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4852"|"254"|"1"|"3"|"Yea, brings Thyself, the revelation sure"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4853"|"254"|"1"|"4"|"Of heav'n's eternal bliss: in Thee we live!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"8601"|"254"|"2"|"4"|"To dwell in love, and God our dwelling be."|"0"|"0000-00-00 00:00:00"|"0"|NULL||"0"|NULL|
"8600"|"254"|"2"|"3"|"Come, fill our souls! This blessing would we seek,"|"0"|"0000-00-00 00:00:00"|"0"|NULL||"0"|NULL|
"8599"|"254"|"2"|"2"|"Poor and unworthy strains, yet still of Thee."|"0"|"2013-03-21 21:01:51"|"0"|NULL||"0"|NULL|
"8598"|"254"|"2"|"1"|"We bless Thee, Lord! Of Thee our song shall speak -"|"0"|"2013-03-21 21:01:51"|"0"|NULL||"0"|NULL|
"4858"|"254"|"4"|"1"|"Be Thou our all! Thy love can fill the soul -"|"0"|"2013-03-21 20:45:44"|"0"|NULL||"0"|NULL|
"4859"|"254"|"4"|"2"|"That love that soars beyond all creature thought;"|"0"|"2013-03-21 20:45:44"|"0"|NULL||"0"|NULL|
"4860"|"254"|"4"|"3"|"In spirit bring where endless praises roll,"|"0"|"2013-03-21 20:45:44"|"0"|NULL||"0"|NULL|
"4861"|"254"|"4"|"4"|"And fill our longing hearts till there we're brought."|"0"|"2013-03-21 20:45:44"|"0"|NULL||"0"|NULL|
"4862"|"255"|"1"|"1"|"Our God for ever may Thy Name be blest,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4863"|"255"|"1"|"2"|"For Thou dost give us now to share Thy rest."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4864"|"255"|"1"|"3"|"To head up all in One was Thy great thought,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4865"|"255"|"1"|"4"|"And dwell with those in whom Thy grace has wrought."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4866"|"255"|"2"|"1"|"Love flows unhindered and our hearts are free;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4867"|"255"|"2"|"2"|"Fresh notes of praise arise in song to Thee;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4868"|"255"|"2"|"3"|"And strains of worship that shall never end,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4869"|"255"|"2"|"4"|"As fragrant incense to Thyself ascend."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4870"|"255"|"3"|"1"|"Thy glory bright, Thy majesty divine,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4871"|"255"|"3"|"2"|"Resplendent in the face of Jesus shine."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4872"|"255"|"3"|"3"|"Before Thee bowed, with joy our souls adore,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4873"|"255"|"3"|"4"|"And give Thee praise and blessing evermore."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4874"|"255"|"4"|"1"|"The sovereign, changless, living God art Thou;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4875"|"255"|"4"|"2"|"Thy radiant glory rests upon us now."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4876"|"255"|"4"|"3"|"Revealed in Christ Thy wonderous plan we see,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4877"|"255"|"4"|"4"|"That Thou for ever all in all shouldst be."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4878"|"256"|"1"|"1"|"O Lamb of God, still keep us"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4879"|"256"|"1"|"2"|"Close to Thy pierc&egrave;d side;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4880"|"256"|"1"|"3"|"'Tis only there in safety"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4881"|"256"|"1"|"4"|"And peace we can abide;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4882"|"256"|"1"|"5"|"With foes and snares around us,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4883"|"256"|"1"|"6"|"And lusts and fears within,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4884"|"256"|"1"|"7"|"The grace that sought and found us"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4885"|"256"|"1"|"8"|"Alone can keep us clean."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4886"|"256"|"2"|"1"|"'Tis only in Thee hiding"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4887"|"256"|"2"|"2"|"We feel ourselves secure;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4888"|"256"|"2"|"3"|"Only in Thee abiding"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4889"|"256"|"2"|"4"|"The conflict can endure;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4890"|"256"|"2"|"5"|"Thine arm the vict'ry gaineth"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4891"|"256"|"2"|"6"|"O'er every hateful foe;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4892"|"256"|"2"|"7"|"Thy love our hearts sustaineth"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4893"|"256"|"2"|"8"|"In all their cares and woe."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4894"|"256"|"3"|"1"|"Soon shall our eyes behold Thee"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"4895"|"256"|"3"|"2"|"With rapture, face to face;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
